id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
e3242dfd90a810ae,"""    We do not endorse the group that goes by a copycat name, """"gfia""""   

following is a repaste of last complete version...

The guineafowl are a family of birds in the same order as the pheasants, turkeys and other game birds. They are also widely known as guineahens, (a term formerly applied to the turkey).

This is an African family of insect and seed-eating, ground-nesting birds resembling partridges, but with featherless heads and spangled grey plumage. The Helmeted Guineafowl has been domesticated and introduced outside its natural range, for example in southern France and the West Indies. 

Guineas are monogamous, spending their lives with the same mate. They lay 25-30 eggs in a deep, tapering nest. Their eggs are small, and dark. The hens have a habit of hiding their nests, and sharing it with others until large numbers of eggs have accumulated. The incubation period is 26-28 days, and the babies are called """"keets."""" They are highly susceptible to dampness (after all, they come from drier areas of Africa) and can die from following the mother through dewy grass. Though, after their first two weeks, they can be some of the hardiest domestic land fowl. 

Sexing the birds is not as simple as telling a rooster from a hen chicken. When they are adults, the helmet and wattles of the male are larger then the female, and the female is the only one to make the two-note cry """"Buck-wheat!"""" Aside from that, however, the two sexes are mostly identical in appearance. 

As domestics, guineas are valuable pest controllers, delighting in ridding your yard and garden of insects. They are especially beneficial in controlling the lyme disease carrying deer tick, as well as annoying wasp nests. While they are rarely kept in large numbers, a few are sometimes kept with other fowl to be used as a security system against hawks. No intruder or stranger will get past the eye of a guinea, and they will call, loudly, with their high shrieking voices. They are highly social birds, and hate to be alone. 

Within the domesticated species, many color variations have been created aside from the """"pearl"""" or natural color of the helmeted guinea. These include White, purple, slate, chocolate, lavander, and coral blue. 
Species

 White-breasted Guineafowl, Agelastes meleagrides
 Black Guineafowl, Agelastes niger
 Helmeted Guineafowl, Numida meleagris
 Plumed Guineafowl, Guttera plumifera
 Crested Guineafowl, Guttera pucherani
 Vulturine Guineafowl, Acryllium vulturinum

 See also 
 Meleagrids

External links
Guineafowl Links to a guinea fowl message board, chat room, guinea fowl book, hundreds of photographs and free information about raising guineas. 
Guineafowl videos on the Internet Bird Collection
Authoritative International membership and Original Guinea Fowl Breeders Association...The GFBA.org everything you always wanted and needed to know about Guinea Fowl. 
International Organization for Guinea fowl enthusiasts
*

da:Perlehøns
de:Perlhühner
fr:Pintade
ja:ホロホロチョウ科 (Sibley)
nl:Parelhoenders
pl:Perliczka
pt:Numididae
ru:Цесарковые""",0,0,0,0,0,0
27e38f0cb1f9fbec,Montreal and Ottawa are east of Toronto so they can't be between Toronto and Vancover. This is talking geographically. -,0,0,0,0,0,0
2cb39d8979d7f92e,"One remaining BLP problem 

Hey - thanks for clearing the BLP problems on the Anne Fairbairn article.  There is still one final revision that should be removed .  Otherwise thanks!",0,0,0,0,0,0
9c9ba1511a8062b1,"""

 Wild Goose Help 
Hi Hesperian, Nice name BTW. How do I link to your wiki source copies of JBOR`s poems, I would like to add """"Flying Dutchman"""" and """"Old school clock"""" as links. Cheers  """,0,0,0,0,0,0
bba595359e2e8067,"""

 Definition for the list 

In light of the above discussions, and the fact that the list is too inclusive to be useful (or unbiased), I propose that a very narrow definition of terrorism be used for this list. I think Garzón's definition is good for this purpose, and should be applied to territories where the state in question has control. The current list includes a lot of cases that can be (sub)categorized in other ways, such as """"international terrorism"""" (including state-sponsored international terrorism), War Crimes, and Human Rights Violations. Perhaps there could be one list that uses a narrow definition of state terrorism, followed by the more general list. That's just my suggestion, I actually don't have the expertise on this topic get deeply involved in this.  21:13, 21 Apr 2005 (UTC)""",0,0,0,0,0,0
0224c5723b4adf10,were made on talkpages,0,0,0,0,0,0
fabb854b83de96d7,"Even if sentences that I made several days later are returned at a new date, are you permitted? I want to reflect my sentence in the article on Wikipedia. Is it permitted to discuss it again? (61.118.188.110  ).",0,0,0,0,0,0
d4da5f164959b620,"""
I would like to shop online but I don't have a credit card or access to one.  As soon as you read Nightdance, I expect a full-length gushing comment telling me how right I was. P It's literally the best Halloween since the original, I'm totally in love with it.  Good luck with your job hunt.  What made you choose Michigan?
Well, that's not true.  I would argue that Nightmare is more than just entertainment, it has depth and artistic value to it while still appealing to the Friday audience.  I was watching """"Restless"""" one day and realised how much potential the Nightmares could have if they bothered to develop their characters beyond one-note cliches (there's a character in the remake who's on the swim team, who wants to bet he's going to drown?).  I enjoyed both Texas and obviously Friday, but I've still to see Ammityville.  It's kinda sad how out of all the main horror remakes, Halloween is probably the weakest.   730 """,0,0,0,0,0,0
87890aec9a68e3f4,"Support – Without looking at your references, I'll take your word for it. It sounds like this general is as important in Armenia as Napoleon in France. As with Napoleon (disambiguation) we can move Andranik → Andranik (disambiguation), which includes a link to Antranik SC. Only if the disambiguation page gets too long will it need to be split to a Andranik (name) sub-disambiguation. –",0,0,0,0,0,0
51cb511c71770423,I don't know how to drop it on this page. Maybe you could do that?81.58.144.30,0,0,0,0,0,0
246b0377698d3a02,"""I believe this is spelled """"de minimis"""". """,0,0,0,0,0,0
95b6bf704d9a7033,"ArbCom statement correction 

Corrected the paraphrasing so it quotes directly, thanks for pointing this out... it does improve the accuracy.",0,0,0,0,0,0
c0482de2f3d0ea24,"That's what I get for not examining the entire edit. Personally I don't care for the entire affair as it is pretty clear to me the article itself clarifies everything, but consensus is consensus. I'm just frankly tired of the whole religious fight.",0,0,0,0,0,0
4341ab70bbeed76a,"""
but i do think this is a good example of why new accounts shouldnt be allowed to create new articles in live space. New Account, you want to create an article about a new topic? Great! Go through this guided process off live space to get help creating something vaguely acceptable before you present it to the wide world.    Besides being a gentler welcome to potential new contributors, it would also help with the BLP issue (not to mention the spamvertisement issue)  TRPoD aka The Red Pen of Doom """,0,0,0,0,0,0
675eb1151ffd310b,"""
Thanks that means that Battle of France and Norwegian Campaign are first. Oh and I think D212012F just commented on his page ) Expert """,0,0,0,0,0,0
dd956b053a30c4e0,"""

 Please do not vandalize pages, as you did with this edit to North Tonawanda High School. If you continue to do so, you will be blocked from editing.   """,0,0,0,0,0,0
054f92b9b3674bf2,"""

 Misleading reference to study? 

In the section on lead paint in art (which I largely wrote), someone added the following:

""""Lead paint will often become discolored over long periods of time. This is due to the reaction of the lead carbonate in the paint with traces of hydrogen sulfide in the air and with acids, often from fingerprints. [2] As a result, many older works of art that used lead paint now show some discoloration.""""

As I found this surprising, I went and carefully read the study being cited. Their research seemed to refer only to lead in aqueous media on paper, although that wasn't absolutely clear. But lead paint is almost never used that way! Artists working in transparent watercolor (aquarelle) don't usually use white paint, or just occasionally a bit of """"Chinese White"""" (not lead) to make corrections. And opaque watercolors (gouache) and acrylic (polymer) artist's paints typically use titanium dioxide or (rarely) zinc white, but never lead. Normally """"flake white"""" is used only by oil painters, and there's no indication in the study that they were referring to oil paints. Cooperstown is a well-respected institution, but as of now I'm sticking with the classic (Ralph Mayer). Flake white may get *slightly* yellowish after centuries, but nothing like the gross discoloration referred to in the paragraph above. If someone has more information on this, please mention it here; otherwise when I come back I'm going to delete that paragraph or water it down (no pun intended).""",0,0,0,0,0,0
cd548ec04748dc10,Looks like we're all on the same page here. Bhagwanji gets a couple of lines and a redirect on the death of scb page. Dhar gets his books and a few lines on mission netaji. Everything clean and in its right place.  (comment),0,0,0,0,0,0
6548fba79d7c2df3,"""{|class=""""wikitable"""" align=right width=40%
!Talk archives
|-
|
2004 and January to March 2005
April and May 2005
June 2005
July 2005
August and September 2005
October and November 2005
December 2005 to February 2006
March to May 2006
June to August 2006
September and October 2006
November 2006 to February 2007
March 2007 to January 2008
February 2008 to November 2008
December 2008 to February 2009
March 2009 to October 2009
|}

""",0,0,0,0,0,0
3b74648e9983d6a7,"One more 

Testing 1-2.",0,0,0,0,0,0
a7b5ae18de90c5e6,"Well-founded relation 

Some 3 years ago, you had a long discussion on the above page, but somehow, it managed to miss an important point about infinite descending chains. I posted again, at the bottom of the talk page, on this. Perhaps you can clarify.",0,0,0,0,0,0
7d9a696bf0b3de2f,The Arsenal Section has been re-vamped. Check it out to see how each Morpher works.,0,0,0,0,0,0
42dd55a6cedd7476,"In response to your question about the translation of board I looked at the Canada Business Corporations Act to see how it handled the matter.  Both the French and English versions are official in Canada.  This particular law governs the operation of corporations.  Where the term, Board of Directors, is used in English, it uses conseil d'administration.  I hope this helps",0,0,0,0,0,0
6c598fca4ea3e699,"Population in 2010 ==

Reliable sources indicate that the current population of Pakistan in mid 2010 is about 180,808,000 and not 169,000,000. 

https://www.cia.gov/library/publications/the-world-factbook/geos/pk.html

http://www.trueknowledge.com/q/population_of_pakistan_in_2010

I think this error should be corrected as their is a significant difference between the 2 values stated. 

==",0,0,0,0,0,0
0a76760a1f68a1a7,"I'm GeorgianJorjadze. 

Hello FisherQueen. I am GeorgianJorjadze. I just posted a message on Elockid's talk page and I am interested in your opinion. GJ",0,0,0,0,0,0
ae5d38b793d2092b,"""  EXO  
Xbox One gets to know you. It learns what you like and what you don’t. And brings it all together on your own personal home screen. And because every Xbox One comes with Kinect, it responds naturally to your voice, movements, and gestures.  The Xbox one kinect can scan through clothes to gain information about your muscle tension and reflexes for a seamless gaming experience.  The kinect sensor detects when you are smiling, crying, angry, or bored. Every detail of your face is recorded to gain an insight into your likely mood. Even your heartbeat is measured and your motions can be seen in the dark. 
This is now the new addition being put into the reception section.
Why is this being removed now?
Is microsoft lying about it's own Xbox One + Kinect?
How is this not part of reception?
Reception- c  response, reaction 'the play met with a mixed reception'
I will start a new """"Encyclopedic"""" Page and you will not be deleting it, you may have a discussion and question it in the Talk
1-2 people is not a consensus
Consensus-  a  general agreement  unanimity 
b  the judgment arrived at by most of those concerned  
Now sir, you better cite your reasons properly.
Your biased view is showing. Privacy concerns were neither in the second edits (before you got my blocked from editing) Nor are they in the final version.
See you on the new page or major section to an existing article, I will make sure to link it in your talk once it is completed.
  EXO  

""",0,0,0,0,0,0
ae11ad6dd68260cd,"The ISOGG is used as a reference on just the English Wikipedia in at least 46 instances, so nearly 4 dozen times.",0,0,0,0,0,0
c56b6ed318a404f3,REDIRECT Talk:Bicycle parking rack,0,0,0,0,0,0
ea147c236b03798a,"further to that, your user name is ALA is a scam, which is an attack in itself.",0,0,0,0,0,0
5104b27ed78f6813,"silly question 
does anyone know when and where he did the cover of Like a Virgin? thanks.  07:35, Jan 5, 2005 (UTC)",0,0,0,0,0,0
4644d13e72d9c429,"He aint finished yet.

YOU (Thing2) have been booted from #wikipedia by DavidGerard (DavidGerard)
[INFO]TABYou are banned from this channel.",0,0,0,0,0,0
32697100aa7af50c,"World War I service 

  I have read several books about Hitler and never have I seen any author describe his WWI service or behavior as a soldier as 'sloppy'. Please state your source on this matter. I would like to read it myself.",0,0,0,0,0,0
c83928d0f78607c1,"""please i warm recommend to concern my edit for korean art,"""" history """"!thank you king muh""",0,0,0,0,0,0
8c335548b037e5e6,"WashU 

Why did you remove my additions to the Washington University page? I felt that adding the pictures and increasing the imagine size of existing pictures was helpful. Thanks.",0,0,0,0,0,0
c1db6ce33f823ee7,ARIN WHOIS database information; OAISD website | User:Ceyockey (talk to me) '',0,0,0,0,0,0
31499a35fba0ee38,"Welcome...

Hello, Hawthornewipes2009, and welcome to Wikipedia! Thank you for your contributions. I hope you like this place and decide to stay.  Here are some  pages that you might find helpful:
Introduction
The five pillars of Wikipedia
How to edit a page
Help
How to write a great article
Manual of Style

Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your username and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there.   Again, welcome!",0,0,0,0,0,0
4ff92837975dbd70,"please make sure the life of Iranian scientists visiting or returning to Iran from US isnot  put in danger by foreign elements in iran speaking farsi or by anyone, family, friends, medical medicine industry elements, fake police that may be foreign elemen 

An Iranian , a doctor of nuclear engineering graduate of rank one university of America, UC Berkeley, a lady, was injected with medication/drugs at her 1/2 brother's home where her full brother was residing.  A fellow that may have been a mix of Chinese, african, spanishMixes perhaps, did the criminal injection,169.139.19.174   that she nearly died.  the full brother and his son were present. a personal animosity in USA or a divorce from an American fellow May have been the reason for the attack. it is not clear why the full brother and his son went along with the fellow!! This lady was the top student nationaly when she was in Iran, also a very nice person and top scholar recognized by her professors and fund providers.  She luckily survived but not nearly as active as she was, physically and mentally. Such incidents must never occur.  If you have any way of questioning those involved, and verifying their statements, please do so, and inform the victim. victim is puzzled as to why.  if any relevance, her cats were taken away and conspiracies was against her while some elements were neighbors and some fellows were operating the university's residential buildings, the site management and neighbors and may be family members.",0,0,0,0,0,0
0b437c00cefa833c,"""

 Please do not vandalize pages, as you did with this edit to Skræling. If you continue to do so, you will be blocked from editing.  gabsadds """,0,0,0,0,0,0
675e43e852b0a091,"Zurich Airport Circle 

I think that is the case to create new section Zurich Airport Circle in Zurich Airport.
Do you think is a great idea or not?",0,0,0,0,0,0
9555d94ea8e9a589,"""

That fellow Editor uses few aliases like rpo.castro when he dislikes others contributuons. Also uses confusion by inducing """"changing of tournament sceme"""" every once in a while ... very often. And thas all he contributes. After he see he's nazi fires and deletions are wrong he uses parts of it in his """"later editions"""". Funny editor ... But hey he's good for wikis profit isnt it if you resell content.""",0,0,0,0,0,0
ac45cbee0f7617dd,I did not know that...,0,0,0,0,0,0
869fa233162d3fc8,"""

}}

Evidence
Admin  was admonished in the  WebEx and Min_Zhu arbcom case """"not to use his administrative tools or give warnings in content disputes in which he is involved.""""   This is evidence of recent involvement in a content dispute, where FM reinserted a WP:BLP—WP:OR—WP:ATT violation (edit summary rv guettarda was correct) without participation in talk. (Furthermore, he  continued this behaviour against another editor in an unrelated issue, which Wales said was not warranted and worthy of a bigger discussion).  He is also  blocking outside the scope of the arbcom decision, even if one incorrectly asserts that I am party to it, including blocking (17 February 2007)  for contributing to (not voting!) a  deletion discussion; this was not an article, and participation is not disallowed.  FM then removed evidence that showed he was acting inappropriately.  He also made a previous block on 20 July 2006, incorrectly citing the arbcom decision of 'associated articles', while first providing no evidence, then false evidence (diff he provided was not to Ken Ham), to justify his accusation and inappropriate block.  (Note that KillerChihuahua removed evidence from that page, claiming that it was posted by a banned user, while no one in that decision was banned from Wikipedia; therefore, the removal was inappropriate.)  

 The reason and contest of the block is obviously that the blocking admin acted inappropriately by placing a block against someone on the 'other side' of a content dispute (and removing evidence by deleting a post that was not his own) in the first place. 

You don't ask a homeowner whose television has been stolen to justify why his house has so many windows.   """,0,0,0,0,0,0
710ca48b2c04ebb1,"""
The wording of the most recent edit is needs tweaking. Reading the source provided, Hunter wrote in opposition of a complete withdrawal of U.S. forces, an unreliable Afghan Leadership, concerns regarding roadside bombs, and what he saw as """"Obama administration's other shortcomings"""" which he termed """"mixed messages"""" to American service members and the world. And as stated by the Administration in 2012, there are were no plans for a complete withdraw; which had changed as recently as recently as this month to possible withdrawal after 2014. Therefore, upon closer review the summarization of the source is wrong.
As for the second part, I would say the best way to word it would be something like:

So in the end I am proposing the following wording:
In 2011, Hunter wrote in ''[[Politico]]'' that he is opposed to a complete withdrawal of American forces from Afghanistan, and was concerned of the challange of an """"unreliable Afghan leadership"""".{{cite news |title=How to handle Afghanistan |author=Duncan D. Hunter |url=http://www.politico.com/news/stories/0611/56116.html |newspaper=Politico |date=3 June 2011 |accessdate=26 January 2013}} After a visit to Afghanistan in October 2012, Hunter returned with a more upbeat assessment, stating """"Frankly I was very skeptical last year when I went last and have been on whether [the Afghans] can do this, but they are.""""{{cite news |title=Hunter reports progress in Afghan war effort |author=Gretel C. Kovach |url=http://www.utsandiego.com/news/2012/oct/20/hunter-reports-progress-in-afghan-war-effort/ |newspaper=San Diego Union Tribune |date=20 October 2013 |accessdate=26 January 2013}} 
The alteration of the quote is keeping with MOS:QUOTE.  """,0,0,0,0,0,0
2a60ea10f382b9d5,|listas = Apple (album),0,0,0,0,0,0
8b24c05202f52b67,"That is one explanation. Though I think there's just a certain editor who's more prone to making sloppy edits to push POV. I'm stumbling across stuff that has been in this article awhile now that has no basis in the sources that are cited to support it. I'm new, maybe that happens all the time, but I think that excuse falls apart upon investigating contributions. I'm not touching the section again, but I'm pretty sure that if the new edit doesn't achieve consensus it ought to be removed and discussed until a conclusion is reached. I could be wrong though. 70.36.233.104",0,0,0,0,0,0
b3f548a7aa7a5c4c,"""

 Personal Attacks 

Calling me a racist because I disagree with you on deflation is not cool.  
 I have done no such thing.  

 Your Attention is invited to 

 Stop accusing me of sockpuppetry.  

I will request whatever I decide to request. Please respond to my request for sources on the talk page of the article in question.  

So, you're saying that you will resort to slander, personal attacks, and outright dishonest activity to achieve your stated goals? You must be extremely immature to resort to such tactics. Stop accusing me of being a racist as well, or I will be forced to take further action. Furthermore, sources have been provided, perhaps you should actually look at the article instead of wasting your time requesting pointless check users.  

 I have made no such statements.  

 Yes, you have, and you just did. I'm watching you, don't harass me because we disagree. Your general character is well known throughout the community, as well as your lack of couth.  

 Thank you for your concern. Please provide the requested sources.  

 Again, they are there right in front of you. Open your eyes, for you are being blind. Perhaps you're blind due to your own arrogance.  

 I apologize for being blind due to my arrogance. Please provide them again.  

 I just pointed you to the right direction.  

 I consider your 

Your threat, quoted in part: """"spank you like the little racist aryan monkey you are"""" is highly offensive and is borderline sexual assault. Stop please, you're actually beginning to scare me.  

 I have never written that.  

 You did on the IRC chat.  

 Your actions about my """"edits"""" 

Just because you disagree does not mean I am violating any rules. Please cease and desist.  """,0,0,0,0,0,0
e98db112ed39d784,Let's see now... turn off the router... turn it on again... ),0,0,0,0,0,0
5bf6abb99a22c624,"Pop songs
Why don't Destiny's Child's singles have pop in the genre?  Survivor is a very poppy album and does not have pop in the genre.",0,0,0,0,0,0
7b4f4d56870b9103,"Vandalism 

Do not remove sockpuppet tags. It is considered vandalism.",0,0,0,0,0,0
a3a5f95df3b1efb7,"P.S. Though I did get honors on my second Associate's degree in Spanish from De Anza College, I have not taken my bachelor's yet, which I could from UMASS/Boston, but the GPA would be w/o honors, unlike everyone else in my family, including my younger siblings.  It would be in Spanish, but I've also reapplied for school in the fall, San Jose State.",0,0,0,0,0,0
d0ec1bba0ab20bb7,"Failed fair use 

Please do not introduce failed fair use images to Wikipedia. Also please do not upload promotional images to Commons. Thanks. ''''''",0,0,0,0,0,0
75534f2e105f4ad3,"""
I'm not calling them liars because they disagree with me. I'm calling them liars because they're LYING. The page, in it's current (false) state includes a note saying, """"Renault announced the purchase of Lotus F1 Team, but have yet to announce changes to the team's identity."""" But that's objectively not true! The head of the team literally said that the current name, Lotus, will disappear (http://www.jamesallenonf1.com/2015/11/lotus-boss-admits-name-will-disappear-from-f1-when-renault-deal-goes-through/). So TBA, at the very least, is the correcting naming choice. Leaving the word """"Lotus"""" as the team name is a literal, provable, and objective LIE. """,0,0,0,0,0,0
e349890e890c4a41,"POV 
The two definitions provided don't match the definition of democracy. It all seems like a kind of contradictio in terminis to me.
PS I've your so found of your regimes, get your own word for it and don't abuse the Greek language.",0,0,0,0,0,0
ad492d1be022b600,Are you thinking of,0,0,0,0,0,0
900439c83add99eb,"""

 Intelligent Design
I know how attractive it is to use the BLPs of climate skeptics as coatracks for associating them with all sorts of fringe views, but without clear evidence that Spencer is somehow notable for his views on intelligent design, it has no place in the lede.  Some remarks half a decade ago, and a link to a kook creationist site are not enough support for claims of this sort.  (talk) """,0,0,0,0,0,0
dd630d32fdd4f4c2,"The urination incident 

Hello. I'm just contacting you since I've seen that you have paid attention to this in the past. An editor named  has recently placed a rather long rant on Talk:Fergie (singer)‎. Basicly it seems that they have decided that the consensus to keep it was not a consensus because they say so. That the sourses previously decided to be reliable are not for the same reason and that looking up information and then adding it to wikipedia constitutes original research. I am not an expert and don't want to create and edit war. I am just wondering what you think. My opinions are well known and I am trying to not just assume that I am right but I thought this had been settled. This person doesn't seem to be offering anything but the same old reasons to keep it out. the reasons that we had disscussed and then decided to keep it in. (I have poor grammar... and spelling I know)",0,0,0,0,0,0
da3db74aefb75ef3,"Off the top of my head, these would all be useful additions. Maybe a slightly longer quotation from Isaiah Berlin, who also wrote quite a bit of interest on Hume, and is a rather notable historian of philosophy.",0,0,0,0,0,0
