index,rating,isEdited,developerResponse,userName,date,review,title,app_name,app_id,unfair_charge,unresponsive_therapist,bad_therapist
10,1,False,"{'id': 22748257, 'body': ""Hi there, \n\nI appreciate you writing in to us about your experience. I am sorry to hear that you received less-than-satisfactory care. It's disappointing to hear that we could have supported you better. I would like to take the opportunity to learn a little more about your experience, so that we can continue to improve our services. \n\nIn addition, if there is anything I can do to help, please reach out to me at (415)403-2156 or support@getcerebral.com and ask for me. I look forward to hearing from you. \n\nBest, \nMolly V.\nCerebral Coordinator"", 'modified': '2021-05-11T14:38:53Z'}",Anxiety ridden customer,5/7/21 16:05,"At first they are very attentive, but then so they say they will prescribe you some thing and then prescribe you something totally different , without explanation ..basically impossible to get in touch with someoneSlow response still waiting to hear backTo see if they will fix my problem or refund me",Don’t waste your money,cerebral-mental-health,1537193671,1,1,0
11,1,False,"{'id': 19807101, 'body': 'Thank you for your feedback. We do our best to keep a useful set of tools free for users who are unable to subscribe, but ultimately, our subscription prices allow us to continue growing the AI capabilities and tools. Feel free to send any questions or feedback to youper.ai/support', 'modified': '2020-12-16T13:55:44Z'}",KhadAdun,12/15/20 0:01,"I used to be able to track my mood and get some kind of help on the free version. Now the free version is nothing but a big advertisement for the plans. I'm not adverse to paint for things, but I really feel misled, and I really needed some help at this moment.",They ruined it,youper-online-therapy,1060691513,0,0,0
12,1,False,"{'id': 22406541, 'body': 'Hi there, we are so sorry to hear that you are having technical issues with the platform, we can certainly understand your frustration. We would love to help you troubleshoot ASAP. Please send us an email at Feedback@Talkspace.com and someone from our team will get back to you within one business day. \n\n', 'modified': '2021-04-22T21:57:04Z'}",Camelle14,4/20/21 17:47,"I’ve been trying to create an account for awhile and the app won’t allow me, it just keeps loading the prompt.",Won’t let me create an account,talkspace-therapy-counseling,661829386,0,0,0
13,1,False,"{'id': 18203578, 'body': 'Oh no! This certainly sounds very frustrating, our intention is never to cause further stress. We would love to make this right for you right away, please send us an email at Feedback@Talkspace.com. ', 'modified': '2020-09-30T20:00:36Z'}",Ccrose2588,9/20/20 15:25,"I love my therapist but this app has made it impossible to schedule and they have over charged me multiple times. When I try to reach out for help, no one ever gets back to me. Customer service is absolutely terrible.",Terrible experience,talkspace-therapy-counseling,661829386,1,0,0
14,1,False,"{'id': 27586619, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-21T16:24:52Z'}",bestrell,1/19/22 21:31,"I had high hopes for this one. 

I was looking for an alternate treatment since is best mot to expose myself with all this craziness out there. But this app and service is a disaster. You don’t get any help until you speak w a counselor and the waiting period to get an appt is ridiculous ( more than my in person therapist) after waiting for a month the counselor didn’t even show. No much to do on the app to help you. Not sure how this is helpful. They were quick to charge my acct but no service was provided at all. Every time I read a msg is “sorry” if counselor doesn’t join in 10 mins. Sorry support is delay, sorry cancellation is delay. 

It’s just ridiculous. If you need true help look elsewhere.",Not much help,cerebral-mental-health,1537193671,1,1,0
15,1,False,"{'id': 22173123, 'body': 'Hi there, we are so sorry to hear that your therapists were unresponsive. This certainly does not sound like our standard and something we take very seriously. We would love to look into this right away for you to see what we can do to help. Please send us an email at Feedback@Talkspace.com, someone from our team is eager to help. ', 'modified': '2021-04-11T20:07:11Z'}",psychxmoose,4/10/21 2:27,"I was SO excited to try this. Unfortunately, I went through two therapist and neither one responded. Honestly a waste of time and money. In person therapy is expensive, but at least you’ll actually receive help.",Therapist don’t respond,talkspace-therapy-counseling,661829386,1,0,0
16,1,False,"{'id': 18435691, 'body': 'Hi there, thank you for providing this review and valuable feedback. We are very sorry to hear about any disappointment and we would love to hear more about your experience so that we can help further. Please send us an email at Feedback@Talkspace.com, we look forward to helping you. ', 'modified': '2020-10-12T20:49:33Z'}",canniew,10/9/20 15:31,"This app and program is BS. It’s not even been three months and two of my “doctors” have left the Talkspace as a provider. What’s the point in using if you keep having to reacquaint yourself with someone?? 
Not helpful at all!",No one stays,talkspace-therapy-counseling,661829386,0,1,0
17,1,False,"{'id': 16603811, 'body': 'Hi there, we are sorry to hear that you had a disappointing experience. If you would like to provide some more insight as to what happened we would be very happy to further assist. We take your experience very seriously, please reach out at Feedback@Talkspace.com. ', 'modified': '2020-07-13T20:31:08Z'}",Omgitspodcasts,7/5/20 13:46,Is this a joke?,Dangerous and irresponsible,talkspace-therapy-counseling,661829386,0,0,0
18,2,False,,aryanafaith,11/2/20 20:44,"It needs improvement. I tried to get matched with a therapist but if you don’t match right when you download it, you won’t be matched. I thought it would be better than better help because it seemed to have more professional concepts but I was wrong.",Could work... someday.,talkspace-therapy-counseling,661829386,0,1,0
19,1,False,"{'id': 15857497, 'body': 'Oh no! We are very sorry to hear about your experience. We would be very happy to look into your situation further to see how we can best help, please reach out to us at Feedback@talkspace.com. ', 'modified': '2020-06-08T19:50:16Z'}",Tessalikesgirls,6/7/20 3:52,"downloaded this because it’s free and looked promising, as soon as i said i was a teen they rejected me, ice already tried all the hotlines and chat rooms and i was just looking for someone to talk to. so idk how the services are but please work on that",:(,talkspace-therapy-counseling,661829386,0,0,0
20,1,False,"{'id': 24984465, 'body': ""Hi, We appreciate you sharing your feedback about your experience with Cerebral. I am so sorry there has been a delay in your cancellation. It sounds like there may have been a server or technical difficulty going on that caused some challenges with emailing in. In any event, I'd like to see what I might be able to do to make the situation better. I would like to take some time myself to hopefully help repair your trust in Cerebral. Please feel free to reach out to us by phone at (415) 403 - 2156 or by email at support@getcerebral.com and ask for me directly. I'm happy to assist in any way I can to get this taken care of for you. Kind regards, Stefanie H. Cerebral Coordinator."", 'modified': '2021-09-08T15:13:59Z'}",KhylaGray,8/25/21 15:04,I’ve been trying to contact this service to cancel my subscription and get my money back but they are unresponsive and all there emails are undeliverable!!! This is a scam don’t use it,Scam,cerebral-mental-health,1537193671,1,0,0
21,1,False,"{'id': 24986767, 'body': 'Hi there, thank you for taking the time to write in with this insight. I appreciate you reaching out to share your feedback and experience. I wholeheartedly hear your concerns and want to take some time to address the challenges you faced. If you would be willing, you may feel free to reach out to me at (415)403-2156 or support@getcerebral.com and ask for me personally. I am more than happy to assist however I can. I look forward to hearing more about your experience. Best, Stefanie H. Cerebral Coordinator.', 'modified': '2021-09-08T17:21:31Z'}",Hello.Hello,9/5/21 21:45,"Cerebral tends to be money-hungry. Ironic for a mental-health app. 

Pros:

- My therapist was great. :)
- You get a selection of therapists that you can choose from
- You can dispute it with your bank for a refund, so that was nice!

Cons:

- I paid on August 28th for my September therapy sessions. I e-mailed in on August 29th to cancel my membership. Per my e-mail, I stated, “I understand that this month has already been paid for as I would like to finish up my therapy sessions for this month.” The Employee responded with, “I would advise to request your cancellation by 9 am PT one business day before your next scheduled billing date to cancel your account as we have no way to have it set to cancel at a specific date.” 

I understand there’s no way to set a specific date to cancel, so I requested to cancel asap as it’s understandably uncomfortable to rely on customer support to actually cancel a day prior to the next billing date. Once I cancelled my subscription, it *also* cancelled my service for the month that *I had already paid for*. This doesn’t make sense and is not customer-service friendly or mental-health friendly — it comes off as a money-hungry company. Why would you cancel the service for the month that you had already paid ahead of time for?  When it comes to any other service that you pay ahead of time for, once you cancel and get the confirmation of cancellation, it is applicable to the next billing cycle as you maintain the service for the remainder of which you had already paid for. After asking one last time for a refund and kindly requesting for said Employee to provide some Customer Support, I was responded with:

“Please be advised that we operate on a subscription model, the monthly fee is not based on services being rendered (i.e., receiving new medication, meeting with a therapist or prescriber). I do know that this is not the response that you would like to receive, and I sincerely apologize that we cannot be more flexible here. I completely understand your disappointment and do hope that you are able to find care that is a great fit for you.”

The Employee was kind and respectful, but as a Customer Support employee myself who also works in a Subscription field, I do not think much customer support was provided, especially when I kindly asked  for a refund a couple of times. It was rather a robotic response with a lack of empathy; you *can* be more flexible, but you choose not to; you can escalate it, give a customer a one-time courtesy refund so that they will come back. This may very well not be the employee’s fault, but rather, upper management. Given this experience, I will choose to not come back.",Cerebral tends to be money-hungry. Ironic for a mental-health app.,cerebral-mental-health,1537193671,1,0,0
22,1,False,"{'id': 21340182, 'body': ""Hi there, we are incredibly sorry that you've felt ignored -- that is the opposite of the meaningful, personalized care we aim to provide and not okay. Please contact Feedback@Talkspace.com so we can find a way to make this right."", 'modified': '2021-02-27T22:07:47Z'}",cpga21,2/22/21 23:08,"Talkspace preys on people seeking help for their mental health and then IGNORES them. Review after review details the same experience I just had. I paid up front and received ZERO help. I was offered a “refund” for less than what I paid, with the disclaimer that if I “waived” it I would not be entitled to any refund. So I threw away about $50 on absolutely nothing. This is an excellent business model if you have no conscious. Unfortunately I trusted that a mental health app that is so well known would be competent and caring, Talkspace is not.",Taking advantage of people who need help,talkspace-therapy-counseling,661829386,1,1,0
23,1,False,"{'id': 16875473, 'body': 'Hi there, thanks for updating your review and providing this valuable feedback. We are deeply sorry to hear that you are still experiencing frustrations. Please reach out to us at Feedback@Talkspace.com, we would love to escalate your request and make this right for you. ', 'modified': '2020-07-26T14:14:53Z'}",_thealexandra_,7/21/20 19:24,"DONT GET THIS APP. It is a scam. Customer service is trash - they only answer like once a day. The questions and answers they give you are SO vague, never asking questions. And when i tried to transfer to a new therapist - they just never responded?? This is ridiculous.",They Stopped Responding!,talkspace-therapy-counseling,661829386,0,0,0
24,1,False,"{'id': 17405133, 'body': 'Hi there, thank you for taking the time to provide your review and our sincere apologies for any trouble getting started. It sounds like the signup process was atypical so we are eager to troubleshoot with you! Please send us an email at Feedback@Talkspace.com so we can help you get set up right away. ', 'modified': '2020-08-20T18:57:44Z'}",Papa Heidkamp,8/18/20 4:44,"My wife and I tried using this app for couples therapy. We have been only having issues with the app, being connected to a counselor etc. I’d recommend going through your insurance to find a local counselor who offers treatment during COVID remotely.",Waste of time and money,talkspace-therapy-counseling,661829386,0,0,0
25,1,False,"{'id': 28087730, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-02-16T15:13:28Z'}",tmn7w6,2/13/22 21:34,"For a very high monthly price you get 30 min with a prescriber and 30 min of something that was supposed to be counseling but was more like a substitute teacher reading from a script to students. When I called to be switched to another counselor, I was told that I would
Be charged an ADDITIONAL $30. Save your money. Do NOT try this platform. It is dangerous to prescribe someone a new medication and not provide any follow-up. HORRIFIC treatment of patient.",Prescriber ACCEPTABLE. Counseling HORRIFIC,cerebral-mental-health,1537193671,1,0,1
26,1,False,"{'id': 17405078, 'body': ""Hi there, thank you for taking the time to share your feedback -- your experience is so important to us and we are very sorry to hear you haven't had a great one so far. If you’d be open to sharing more with us, please send us an email at Feedback@Talkspace.com. We’d love to improve the service you’re receiving and see what financial relief we can offer."", 'modified': '2020-08-20T18:49:05Z'}",iamadalek,8/18/20 3:30,Overpriced and condescending,This app is ass,talkspace-therapy-counseling,661829386,0,0,0
27,1,False,"{'id': 17766166, 'body': 'Hi there, thank you for writing this review. We are deeply sorry to hear that you had a frustrating experience. Your therapists unresponsiveness is certainly not our standard and we would love to make this right for you right away. Our Customer Support team is experiencing delays but if you email us at Feedback@Talkspace.com we should be able to have someone get to your request sooner. We look forward to helping you! ', 'modified': '2020-09-08T20:50:56Z'}",JRAhler,9/4/20 21:49,"No response at all from any therapist???
days now, after I paid for six months, upfront, and after spending hours setting up telling info about myself. Big disappointment. I am wanting to hear from someone in the company.
Also was wanting to try Enneagram work but it doesn't seem have a place to check that box feature and yet they advertise they do it. I bit confusing .",Maybe they are REALLY backed up right now???,talkspace-therapy-counseling,661829386,1,0,0
28,1,False,,kattu312,10/13/21 17:24,They just want your money they DO NOT WANT TO HELP YOU! Awful app awful customer service don’t do it,Awful,cerebral-mental-health,1537193671,0,0,0
29,1,False,"{'id': 19295395, 'body': 'Thank you for your feedback. We do our best to keep a useful set of tools free for users who are unable to subscribe, but ultimately, our subscription prices allow us to continue growing the AI capabilities and tools. Feel free to send any questions or feedback to youper.ai/support', 'modified': '2020-11-23T14:39:31Z'}",deletrus,11/20/20 2:11,"Really cant do anything other than a quick check in unless you pay for a subscription. And every click you make results in a subscription purchase prompt. Extremely annoying & turned me off quickly. There’s many other similar great apps out there that give you more free features so then you can decide if it’s something you want to pay for. Alot of similar reviews about this & response sounds like a guilt trip to take care of your well-being! They always end it with, they are trying to make it available to everyone. How?? And with over 14K subscribers at how much monthly, you can’t have more free features??!",Youper just wants your money,youper-online-therapy,1060691513,0,0,0
30,1,False,"{'id': 17941684, 'body': ""Hi there, thank you for taking the time to write a review and we are so sorry for any stress or inconvenience with your account -- this is definitely not the experience we want you to have! If you could send us an email at Feedback@Talkspace.com, we'll be glad to sort any issues out for you right away. "", 'modified': '2020-09-17T21:39:07Z'}",TChehab,9/14/20 16:24,This is the worst service out there!!! I signed up for$852 never have had 1 counseling session at all.  Have requested a refund several times no response at all from Talkspace.  On Friday I was trying to cancel my subscription only to find out I was charged another $300.46.   My next step is to file a complaint with better business bureau since there is no contact number or way to get a hold if anyone.  I will be sure to tell anyone I know even thinking about using Talkspace how horrible it is!!!   Especially since this is supposed to be about helping people????,Horrible service,talkspace-therapy-counseling,661829386,1,0,0
31,1,False,,OceanManManny,10/23/20 17:40,"Its crazy hearing how many people blasted a lot of money on this thing. If you try it out, just make sure you use the $200 off referral link version, I found mines off a YouTube video of someone reviewing this app. At the end of the day I only spent $60 trying it out with the basic plan, so I dont regret it, it was nice to vent to someone for once. The quality just wasnt there for me. I didn't expect to do it longer than a month anyways, but after looking up this app more, ive read that they train their ""therapists"" to take things slow to keep the money coming in. It certainly felt like that with the kinds of messaging I was getting. It also looks like theres a therapist shortage on their end right now, it took a while to get one to reply. This is a business first, unfortunately, and it grosses me out/ive quickly outgrown it. Try it out but dont waste too much money on your first month.",Just try not to waste too much money on it,talkspace-therapy-counseling,661829386,0,0,0
32,1,False,"{'id': 26502881, 'body': ""Hi there, thank you for taking the time to write this review based on your experience. We are very sorry to hear that you did not have the best experience and we can certainly understand your frustration here. We would love to look into this further, if you don't mind please send us an email at Feedback@Talkspace.com. We are eager to make this up to you."", 'modified': '2021-11-27T02:02:12Z'}",tory1686,11/23/21 19:13,"Whenever I hear ads for talkspace I get so upset because they are false. The first therapist I got paired with dismissed my concerns, and then the next copy pasted responses that I could have also found on Google. You’re better off paying for an in person counselor.",Not helpful,talkspace-therapy-counseling,661829386,0,0,1
33,1,False,"{'id': 22084043, 'body': 'Hi there, thank you for providing this review. We are so sorry to hear that you had a disappointing experience with the match process. We would love to take a look into your experience so that we can take further action and make it up to you. Please send us an email at Feedback@Talkspace.com, someone from our team would be happy to locate your account and help you right away.\n\n', 'modified': '2021-04-06T20:34:37Z'}",Kb0730,4/2/21 6:17,"I tried to find a therapist, though I was matched with very few options, including a therapist that only provided pre-recorded and text therapy?  Huh?  Some of the providers did not seem highly qualified and not worth the money.","Great concept, poor execution",talkspace-therapy-counseling,661829386,0,0,1
34,1,False,"{'id': 21843956, 'body': 'Hi there, thanks for providing this review. We are happy to hear that you are having a positive experience with your therapist but we are sorry to hear that you are having some issues with Customer Support. We would love to see what we can do to support you here, please reach out to us at Feedback@Talkspace.com. Someone from our team would be happy to help you right away. ', 'modified': '2021-03-24T15:00:00Z'}",Emerald26,3/17/21 2:00,"The customer service team says no to everything... this app is meant to help you but it’s really all about taking your money. The one star is purely for the lovely person I’m seeking counsel from, otherwise this is too expensive for overall value offered.",They don’t want your health insurance to work nor do they accept gift cards,talkspace-therapy-counseling,661829386,0,0,0
35,1,False,"{'id': 22566673, 'body': 'Hi there, thank you for taking the time to write this review. We are so sorry to hear that you are having a frustrating experience with your therapist and the platform. Your therapist is expected to respond to you daily 5 days a week with thoughtful and meaningful responses, we are deeply sorry that this has not been the case. We would love to look into this right away. Please send us an email at Feedback@Talkspace.com. We look forward to helping you. \n', 'modified': '2021-05-01T13:27:46Z'}",n56342,4/28/21 17:37,I tried to talk to someone. No reply. Smh should not say your their to help. Yet no response. Disappointed I was referred to Talkspace. Thankfully found people that are not just all say.,No help.,talkspace-therapy-counseling,661829386,0,1,0
36,1,False,,cakim10,10/21/21 13:01,"I’ve tried everything to get the app to work but nothing works. I’ve tried rescheduling appointments—doesn’t work. My therapist was a no show so I emailed support—because the app doesn’t work—and still haven’t received an answer. Even though my NP is fantastic, I still wouldn’t recommend this service.",Awful Support,cerebral-mental-health,1537193671,0,1,0
37,2,False,,PickleJelloApeGooseJar,6/13/21 18:19,"I like the option to talk to my therapist without going anywhere. It’s helped immensely. 

However, I think BetterHelp needs to fix their payment options to prevent therapy from being a privilege. The lowest option is $35/week, but you have to pay that all at once, which is ridiculous. It’s one of the most affordable options, but it’s so difficult for people to meet. 

BetterHelp, do BETTER. Give an option to actually pay the $35/week instead of all at once so people have access to mental health. Are you actually trying to HELP people, or are you just in it for the capital??","Good, but needs improvement",betterhelp-therapy,995252384,0,0,0
38,1,False,"{'id': 21392170, 'body': ""Hi Brad. I'm really sorry to hear how hard it has been for you lately. We're not meant to be a crisis support app, but if you'd like more resources in your country to talk through the pain right now, please do drop us a line on hello@wysa.ai - we'll get back to you immediately."", 'modified': '2021-03-02T09:27:57Z'}",hi my name is braaaaad,2/25/21 17:35,"I'm just trying to search for something that will keep me mentally stable until I can finally get a therapist since I'm a minor with parents who don't have the money, and nothing is working. I try to talk about what I'm dealing with and its just. terrible. At this point i feel like my only option is to just end it all because i'm so tired of suffering",Just like everything else,wysa-mental-health-support,1166585565,0,0,1
39,1,False,"{'id': 27379284, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:46:00Z'}",JayDub480,12/21/21 4:27,"Very deceptive tactics utilized to get folks to sign up and subscribe only to find out appointment availability is a month away.

Support is slow and nearly useless. I had such high hopes for this service only to have them blown away. Asked for a refund but they refused, even though they did a whole bait and switch. 

Bank contacted, chargeback filed. Save your time and money.",Deceptive,cerebral-mental-health,1537193671,1,1,0
40,2,False,"{'id': 22435882, 'body': 'Hi there, thank you for taking the time to write this review. We are so sorry to hear that you had a frustrating experience with the quality of your therapist. Your feedback is immensely valuable as we continue to grow and learn as a company. We would love to see what we can do to help. Please send us an email at Feedback@Talkspace.com so we can look into this further. We look forward to helping you. \n', 'modified': '2021-04-24T21:26:53Z'}",taco_bby,4/22/21 22:31,"I have a bachelor’s in psychology and some of the “therapists” I’ve interacted with on this app seem less qualified to support and help clients than I am. They offer little to no help with mental health issues, regardless of how big or small the problem. I was hoping for a therapy option that fit my busy schedule but this definitely wasn’t it. It’s clear that the providers on this app are not top-tier quality. ☹️",I wanted to like this so bad,talkspace-therapy-counseling,661829386,0,0,1
41,1,False,,Hailey-1-,11/29/21 14:05,Cerebral hasn’t been able to refill my prescription because they allegedly have been busy over the holidays. 7 days and counting off my medication and I have been reaching out for 2 weeks. My prescriber will not get back to me and my cerebral coordinator cannot get a hold of them either. They are treating this like my mental health is not important or a priority. Paying $85 a month for NOTHING.,This service is trash,cerebral-mental-health,1537193671,1,1,0
